DATAFLOW,MEASURE,DATA_ITEM,EXP_IMP,TSEST,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,OBS_COMMENT
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2006-Q3,14793,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2006-Q4,14521,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2007-Q1,14848,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2007-Q2,15188,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2007-Q3,15488,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2007-Q4,15886,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2008-Q1,14232,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2008-Q2,17429,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2008-Q3,17685,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2008-Q4,16797,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2009-Q1,14063,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2009-Q2,17396,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2009-Q3,19425,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2009-Q4,19827,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2010-Q1,17576,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2010-Q2,21550,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2010-Q3,20954,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2010-Q4,20655,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2011-Q1,14885,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2011-Q2,18010,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2011-Q3,19508,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2011-Q4,20253,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2012-Q1,18522,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2012-Q2,19696,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2012-Q3,19845,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2012-Q4,21136,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2013-Q1,20300,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2013-Q2,23827,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2013-Q3,23535,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2013-Q4,26077,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2014-Q1,23731,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2014-Q2,25020,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2014-Q3,26236,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2014-Q4,27592,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2015-Q1,26007,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2015-Q2,24858,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2015-Q3,26189,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2015-Q4,25746,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2016-Q1,25311,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2016-Q2,27795,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2016-Q3,28157,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2016-Q4,28522,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2017-Q1,23835,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2017-Q2,23377,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2017-Q3,26810,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2017-Q4,25310,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2018-Q1,25158,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2018-Q2,26066,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2018-Q3,26545,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2018-Q4,27205,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2019-Q1,25008,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2019-Q2,27852,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2019-Q3,26590,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2019-Q4,27296,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2020-Q1,25864,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2020-Q2,24865,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2020-Q3,24091,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2020-Q4,24414,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2021-Q1,23902,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2021-Q2,24142,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2021-Q3,25432,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2021-Q4,24457,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2022-Q1,22923,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2022-Q2,24600,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2022-Q3,22347,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2022-Q4,24590,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2023-Q1,21057,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2023-Q2,24623,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2023-Q3,23151,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2023-Q4,24156,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2024-Q1,21678,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2024-Q2,22932,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2024-Q3,23876,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2024-Q4,24866,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2025-Q1,20580,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2025-Q2,21991,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2025-Q3,23799,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1450,EXP,10,Q,2025-Q4,24854,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1988-Q1,30416,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1988-Q2,28092,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1988-Q3,28258,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1988-Q4,30937,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1989-Q1,28410,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1989-Q2,31073,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1989-Q3,30718,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1989-Q4,31590,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1990-Q1,31054,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1990-Q2,31910,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1990-Q3,33136,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1990-Q4,34879,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1991-Q1,34286,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1991-Q2,37933,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1991-Q3,38670,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1991-Q4,39931,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1992-Q1,36300,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1992-Q2,39689,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1992-Q3,40079,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1992-Q4,42853,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1993-Q1,38668,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1993-Q2,41908,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1993-Q3,42894,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1993-Q4,45323,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1994-Q1,43133,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1994-Q2,46278,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1994-Q3,45437,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1994-Q4,47431,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1995-Q1,43506,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1995-Q2,45493,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1995-Q3,48802,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1995-Q4,50498,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1996-Q1,49047,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1996-Q2,52771,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1996-Q3,52328,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1996-Q4,55354,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1997-Q1,53618,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1997-Q2,64439,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1997-Q3,60883,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1997-Q4,61206,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1998-Q1,54643,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1998-Q2,59985,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1998-Q3,60423,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1998-Q4,63219,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1999-Q1,56509,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1999-Q2,59242,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1999-Q3,64084,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,1999-Q4,69043,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2000-Q1,63719,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2000-Q2,67767,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2000-Q3,70001,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2000-Q4,71846,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2001-Q1,66863,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2001-Q2,71868,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2001-Q3,72272,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2001-Q4,71864,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2002-Q1,66927,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2002-Q2,71394,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2002-Q3,73032,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2002-Q4,74066,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2003-Q1,67644,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2003-Q2,68787,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2003-Q3,70451,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2003-Q4,72850,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2004-Q1,68518,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2004-Q2,73827,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2004-Q3,73779,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2004-Q4,75855,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2005-Q1,69990,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2005-Q2,76769,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2005-Q3,75363,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2005-Q4,78359,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2006-Q1,70898,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2006-Q2,77806,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2006-Q3,78488,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2006-Q4,79604,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2007-Q1,73179,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2007-Q2,78646,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2007-Q3,80348,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2007-Q4,80973,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2008-Q1,75694,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2008-Q2,83457,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2008-Q3,83724,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2008-Q4,82025,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2009-Q1,77979,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2009-Q2,83225,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2009-Q3,86612,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2009-Q4,89097,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2010-Q1,82680,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2010-Q2,92627,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2010-Q3,91713,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2010-Q4,94055,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2011-Q1,80231,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2011-Q2,89674,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2011-Q3,94379,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2011-Q4,97627,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2012-Q1,88003,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2012-Q2,98198,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2012-Q3,100216,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2012-Q4,102638,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2013-Q1,93592,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2013-Q2,105747,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2013-Q3,105736,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2013-Q4,108496,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2014-Q1,102868,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2014-Q2,109435,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2014-Q3,113683,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2014-Q4,116214,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2015-Q1,110824,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2015-Q2,113015,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2015-Q3,120561,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2015-Q4,121831,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2016-Q1,116790,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2016-Q2,123857,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2016-Q3,126309,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2016-Q4,132341,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2017-Q1,119452,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2017-Q2,127876,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2017-Q3,132965,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2017-Q4,130997,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2018-Q1,126350,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2018-Q2,134391,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2018-Q3,136266,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2018-Q4,137248,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2019-Q1,127849,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2019-Q2,137597,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2019-Q3,138148,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2019-Q4,139343,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2020-Q1,128261,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2020-Q2,129942,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2020-Q3,125978,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2020-Q4,135594,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2021-Q1,128924,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2021-Q2,130355,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2021-Q3,131371,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2021-Q4,133734,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2022-Q1,123106,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2022-Q2,134308,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2022-Q3,131917,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2022-Q4,136809,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2023-Q1,126895,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2023-Q2,137072,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2023-Q3,135464,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2023-Q4,136505,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2024-Q1,128602,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2024-Q2,134859,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2024-Q3,134919,AUD,6,,
ABS:BOP_GOODS(1.0.0),2,1000,EXP,10,Q,2024-Q4,138007,AUD,6,,
